url	date	query_name	title	company	status
https://jobs.ashbyhq.com/duck-duck-go/5d3e230c-ecf4-407a-a3a5-232185ce8319	2026-04-09	Ashby — Senior Frontend	Senior Frontend Engineer, React/Typescript	DuckDuckGo	added
https://jobs.ashbyhq.com/httpie/17de9aae-7a3c-40fb-a352-ddbbd7c14385	2026-04-09	Ashby — Frontend / React	Senior Frontend Engineer (Remote)	HTTPie	added
https://weworkremotely.com/remote-jobs/knack-senior-frontend-engineer-react-next-js-full-time-contract	2026-04-09	WeWorkRemotely — Frontend	Senior Frontend Engineer (React/Next.js)	Knack	added
https://boards-api.greenhouse.io/v1/boards/shopify/jobs	2026-04-09	Greenhouse API — shopify	(API empty)	Shopify	skipped_title
https://boards-api.greenhouse.io/v1/boards/atlassian/jobs	2026-04-09	Greenhouse API — atlassian	(API 404)	Atlassian	skipped_title
https://boards-api.greenhouse.io/v1/boards/github/jobs	2026-04-09	Greenhouse API — github	(API 404)	GitHub	skipped_title
https://boards-api.greenhouse.io/v1/boards/plaid/jobs	2026-04-09	Greenhouse API — plaid	(API 404)	Plaid	skipped_title
https://boards-api.greenhouse.io/v1/boards/rippling/jobs	2026-04-09	Greenhouse API — rippling	(API 404)	Rippling	skipped_title
https://boards-api.greenhouse.io/v1/boards/miro/jobs	2026-04-09	Greenhouse API — miro	(API 404)	Miro	skipped_title
https://boards-api.greenhouse.io/v1/boards/runwayml/jobs	2026-04-09	Greenhouse API — runwayml	(API 404)	Runway	skipped_title
https://job-boards.greenhouse.io/amplitude/jobs/8330434002	2026-04-09	Greenhouse API — amplitude	Staff Frontend Engineer	Amplitude	skipped_title
https://job-boards.greenhouse.io/gusto/jobs/7577146	2026-04-09	Greenhouse API — gusto	Sr Staff Frontend Engineer, Builder Enablement	Gusto	skipped_title
https://boards.greenhouse.io/robinhood/jobs/7542970	2026-04-09	Greenhouse API — robinhood	Senior Web Infrastructure Engineer	Robinhood	skipped_title
https://job-boards.greenhouse.io/affirm/jobs/7687973003	2026-04-09	Greenhouse API — affirm	Software Engineer II, Frontend (Purchasing Integrations)	Affirm	skipped_title
https://job-boards.greenhouse.io/affirm/jobs/7618869003	2026-04-09	Greenhouse API — affirm	Software Engineer II, Full-Stack (Card Acquisition)	Affirm	skipped_title
https://job-boards.greenhouse.io/intercom/jobs/7276257	2026-04-09	Greenhouse API — intercom	Senior Full Stack Engineer - Team Web (duplicate)	Intercom	skipped_dup
https://www.brex.com/careers/8478385002	2026-04-09	Greenhouse API — brex	Frontend Engineer II (duplicate)	Brex	skipped_dup
https://boards.greenhouse.io/figma/jobs/5692524004	2026-04-09	Greenhouse API — figma	Software Engineer, Fullstack - Figma Weave (Tel Aviv)	Figma	skipped_title
https://job-boards.greenhouse.io/webflow/jobs/7244152	2026-04-09	Greenhouse — Senior Frontend	Senior Frontend Engineer, Developer Platform	Webflow	skipped_dup
https://job-boards.greenhouse.io/remotecom/jobs/7579312003	2026-04-09	Greenhouse — Senior Frontend	Senior Frontend Engineer	Remote.com	skipped_expired
https://job-boards.greenhouse.io/tvscientific/jobs/5082798008	2026-04-09	Greenhouse — Senior Frontend	Senior Frontend Software Engineer	tvScientific	skipped_expired
https://job-boards.greenhouse.io/launchdarkly/jobs/7664340003	2026-04-09	Greenhouse — React / UI	Frontend Engineer, Guarded Releases	LaunchDarkly	skipped_expired
https://job-boards.greenhouse.io/clickhouse/jobs/5832420004	2026-04-09	Greenhouse — React / UI	Frontend Engineer - HyperDX	ClickHouse	skipped_expired
https://careers.duolingo.com/jobs/8488912002	2026-04-09	Greenhouse API — duolingo	Senior Software Engineer	Duolingo	skipped_title
https://servicetitan.wd1.myworkdayjobs.com/ServiceTitan/job/US-Remote/Senior-Web-Developer_JR114480	2026-04-10	Jobright API	Senior Web Developer	ServiceTitan	added
https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/California---San-Francisco/Senior-Software-Engineer--Frontend-Builds---Tooling---Slack_JR337751-1?source=LinkedIn_Jobs	2026-04-10	Jobright API	Senior Software Engineer, Frontend Builds & Tooling - Slack	Salesforce	added
https://boards.greenhouse.io/embed/job_app?token=4214643009&utm_source=jobright	2026-04-10	Jobright API	Sr. Mobile Software Engineer	CentralReach	added
https://www.linkedin.com/jobs/view/4397632542	2026-04-10	Jobright API	Lead Full Stack Developer	MapLarge	added
https://apply.workable.com/dsn/j/F7A36D32B3/	2026-04-10	Jobright API	UI Engineer	DSN Software	added
https://icf.wd5.myworkdayjobs.com/icfexternal_career_site/job/Reston-VA/Full-Stack-Engineer--React--Node--AWS----Remote_R2601271	2026-04-10	Jobright API	Full Stack Engineer (React, Node, AWS) - Remote	ICF	added
https://boards.greenhouse.io/embed/job_app?token=8431671002&utm_source=jobright	2026-04-10	Jobright API	Senior Software Engineer, Design Systems	Discord	added
https://boards.greenhouse.io/embed/job_app?token=4214845009&utm_source=jobright	2026-04-10	Jobright API	Full Stack Developer (TS/SCI - Dayton, OH)	CFD Research Corporation	added
https://www.linkedin.com/jobs/view/4398846923	2026-04-10	Jobright API	Frontend Developer	Akkodis	added
https://www.linkedin.com/jobs/view/4400289988	2026-04-10	Jobright API	Remote Senior JavaScript/React Engineer – AI Training (US-based)	Turing	added
https://www.dice.com/job-detail/07205f84-6556-4e42-9683-08783d699f4e?utm_source=appcast&utm_medium=aggregator&utm_campaign=linkedin-dice-paid&utm_term=eSolutionsFirst%2C+LLC&utm_content=src-consulting_slots&ccuid=70649851428&_ccid=1775770349751qe6jtc1if	2026-04-10	Jobright API	React Developer- W2 Contract	Jobs via Dice	added
https://www.linkedin.com/jobs/view/4398853579	2026-04-10	Jobright API	Software Engineer	Akkodis	added
https://www.linkedin.com/jobs/view/4398854623	2026-04-10	Jobright API	Sr. Front End Web/Mobile Web Engineer	OP	added
https://jobs.ashbyhq.com/ambrook/4e463062-c104-4349-b7c4-14825f3cc44b/application?utm_source=oPWeBdYrNP	2026-04-10	Jobright API	Software Engineer	Ambrook	added
https://jobs.ashbyhq.com/Chromatic/dff6690a-78f7-425a-a22a-6094864f7f17/application?utm_source=Dd1YPjO813	2026-04-10	Jobright API	Full Stack Engineer	Chromatic	added
https://www.linkedin.com/jobs/view/4400269674	2026-04-10	Jobright API	Full Stack developer	CCS Global Tech	added
https://www.linkedin.com/jobs/view/4397623165	2026-04-10	Jobright API	React js consultant	YASH Technologies	added
https://www.linkedin.com/jobs/view/4400250375	2026-04-10	Jobright API	Full Stack Developer III / fullstack / Remote	Apetan Consulting LLC	added
https://www.linkedin.com/jobs/view/4398844254	2026-04-10	Jobright API	Full Stack Engineer	Applied Resource Group	added
https://www.linkedin.com/jobs/view/4400254125	2026-04-10	Jobright API	Front-End Developer (React / Next.js)	Orpine Inc, an Inc 5000 Company	added
https://www.linkedin.com/jobs/view/4400260014	2026-04-10	Jobright API	Software Engineer (Frontend-Focused Full Stack)	Lendbuzz	added
https://ltimindtree.ripplehire.com/candidate?token=y6TfSEDkz9QbnszMjkbE#list#detail/job/858229	2026-04-10	Jobright API	Fullstack Developer	LTIMindtree	added
https://boards.greenhouse.io/embed/job_app?token=7748243002&utm_source=jobright	2026-04-10	Jobright API	Software Engineer II	Vibes	added
https://careers-chenega.icims.com/jobs/40123/full-stack-developer/job?in_iframe=1	2026-04-10	Jobright API	Full Stack Developer	Chenega Corporation	added
https://www.linkedin.com/jobs/view/4398815930	2026-04-10	Jobright API	IoT Integration Software Engineer – Digital Products	TechDoQuest	added
https://www.ontra.ai/careers/?ashby_jid=528b68ab-0519-47cc-a188-5219108f8b72&utm_source=dKL9OxgOvW	2026-04-10	Jobright API	Software Engineer	Ontra	added
https://www1.jobdiva.com/candidates/myjobs/openjob_outside.jsp?a=ehjdnwmyyxmf5toz90iwpo1ep5ypcl0466sphrvzn3s298e3b0b0zova8aqp9hg9&SearchString=&StatesString=&source=linkedin.com&id=32134137&compid=-1	2026-04-10	Jobright API	Full Stack Developer	JSR Tech Consulting	added
https://www.pinterestcareers.com/jobs/7642284/sr-frontend-engineer-tvscientific/?source=linkedin_limited_listing&utm_source=linkedin_limited_listing	2026-04-10	Jobright API	Sr. Frontend Engineer, tvScientific	Pinterest	added
https://boards.greenhouse.io/embed/job_app?token=5162273008&utm_source=jobright	2026-04-10	Jobright API	Senior Frontend Engineer (Web-first, Cross-Platform)	Gametime	added
https://boards.greenhouse.io/embed/job_app?token=7407021&utm_source=jobright	2026-04-10	Jobright API	Software Engineer, Front End	Paperless Post	added
https://boards.greenhouse.io/embed/job_app?token=7696265003&utm_source=jobright	2026-04-10	Jobright API	Senior Full Stack Software Engineer	Misfits Market	added
https://boards.greenhouse.io/embed/job_app?token=7536346&utm_source=jobright	2026-04-10	Jobright API	Senior Full Stack Product Software Engineer	Dropbox	added
https://jobs.smartrecruiters.com/Kioxia/744000119982749-full-stack-engineer-2250?trid=2d92f286-613b-4daf-9dfa-6340ffbecf73	2026-04-10	Jobright API	Full Stack Engineer - 2250	KIOXIA America, Inc.	added
https://engenious.bamboohr.com/careers/123	2026-04-10	Jobright API	Frontend Engineer — San Francisco (Hybrid)	Engenious University	added
https://recruiting.paylocity.com/Recruiting/Jobs/Details/4077409	2026-04-10	Jobright API	Senior Cloud Software Engineer (Full-Stack)	Tanaq Technical Services	added
https://nebraskablue.wd1.myworkdayjobs.com/BCBSNE/job/Work-at-Home---Nebraska/Senior-Engineer--React-Native_JR101122	2026-04-10	Jobright API	Senior Engineer –React Native	Blue Cross and Blue Shield of Nebraska	added
https://boards.greenhouse.io/embed/job_app?token=7696724003&utm_source=jobright	2026-04-10	Jobright API	Senior Software Engineer, Growth	Klaviyo	added
https://boards.greenhouse.io/embed/job_app?token=4524689005&utm_source=jobright	2026-04-10	Jobright API	Web Engineer	Peregrine	added
https://efds.fa.em5.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/61872	2026-04-10	Jobright API	Senior Front End Software Engineer	Ford Pro	added
https://efds.fa.em5.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/55723	2026-04-10	Jobright API	FPI Frontend Engineer	Ford Pro	added
https://www.linkedin.com/jobs/view/4399047790	2026-04-10	Jobright API	Software Engineer	Acceler8 Talent	added
https://www.linkedin.com/jobs/view/4400522882	2026-04-10	Jobright API	Sr. Software Engineer	Robert Half	added
https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Building-400-Whippany-Campus-Jefferson-Park/Full-Stack-Engineer_JR-0000098570	2026-04-10	Jobright API	Full Stack Engineer	Barclays Investment Bank	added
https://www.linkedin.com/jobs/view/4389711524	2026-04-10	Jobright API	Senior Full Stack Engineer	Reejig	added
https://careers.insidehighered.com/job/3475481/web-developer-2-hybrid-or-remote/?TrackID=3&rx_campaign=Linkedin1&rx_ch=connector&rx_group=501092&rx_id=6dfbb418-3486-11f1-baf6-5f4a919f768c&rx_job=3475481_rxr-1&rx_medium=post&rx_r=none&rx_source=linkedinslot&rx_ts=20260410T121204Z&rx_vp=slots&utm_campaign=jobright&utm_source=jobright	2026-04-10	Jobright API	Web Developer 2 – Hybrid or Remote	Inside Higher Ed	added
https://boards.greenhouse.io/embed/job_app?token=5104444007&utm_source=jobright	2026-04-10	Jobright API	Senior Software Developer (Full Stack)	Aperia	added
https://jobs.ashbyhq.com/savvy/bdf4f548-7946-4136-8ea3-b59b6bec1a77?utm_source=LinkedInJobWrapping	2026-04-10	Jobright API	Senior Software Engineer	Savvy Wealth	added
https://www.linkedin.com/jobs/view/4398172275	2026-04-10	Jobright API	Senior Full Stack Developer (NCE)	Integrity First Technologies LLC	added
https://www.capitalonecareers.com/job/-/-/234/92130106096?p_sid=hiSa5ab&p_uid=ahXBaTTU0p&source=jobright&ss=paid&utm_campaign=tech_26&utm_content=pj_board&utm_medium=jobad&utm_source=jobright	2026-04-10	Jobright API	Lead Software Engineer, Full Stack (Java, JavaScript, TypeScript) - Navigator Platform	Capital One	added
https://cae.wd3.myworkdayjobs.com/career/job/Arlington-TX/Senior-Software-Engineer_118902?source=LinkedIn	2026-04-10	Jobright API	Senior Software Engineer-EN	CAE	added
https://cisco.wd5.myworkdayjobs.com/Cisco_Careers/job/RTP-North-Carolina-US/Software-Engineer---SDWAN-Manager-Full-Stack-Development_2011835-1	2026-04-10	Jobright API	Software Engineer - SDWAN Manager Full Stack Development	Cisco	added
https://cisco.wd5.myworkdayjobs.com/Cisco_Careers/job/RTP-North-Carolina-US/Sr-Software-Engineer---SDWAN-Manager-Full-Stack-Development_2011836-1	2026-04-10	Jobright API	Sr Software Engineer - SDWAN Manager Full Stack Development	Cisco	added
https://searchcareers.caci.com/careers/job/1443150397310?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed	2026-04-10	Jobright API	Fullstack Web Application Software Engineer - Mid - Level	CACI bv	added
https://jobs.lever.co/Xpansiv%20/03953d2e-8a3e-430b-91aa-161313e581cb/apply?utm_source=jobright	2026-04-10	Jobright API	Lead Software Engineer (Frontend)	Xpansiv	added
https://www.experttechnical.com/job-seekers/?postid=quoO7DSkgfM	2026-04-10	Jobright API	Full Stack Developer (React / TypeScript / Python or Java)	Expert Technical Solutions	added
https://careers.fisglobal.com/us/en/job/FIGLUSJR0305643EXTERNAL/Software-Engineer-Sr-Lead?utm_source=linkedin&utm_medium=phenom-feeds	2026-04-10	Jobright API	Software Engineer Sr Lead	FIS	added
https://boards.greenhouse.io/embed/job_app?token=4109158009&utm_source=jobright	2026-04-10	Jobright API	Frontend Engineer - Mobile (React Native)	Outlive	added
https://www.linkedin.com/jobs/view/4398153963	2026-04-10	Jobright API	Full Stack Engineer II	Enbasis Inc.	added
https://jobs.slalom.com/?src=a121R00000NSLLRQA5#/post/a0hPh000005Elx3	2026-04-10	Jobright API	Contentful Front-End Software Engineer - Senior Consultant	Slalom	added
https://careers.cognizant.com/global-en/jobs/00068069711/senior-ui-developer-react-jsangular-js-azure-cloud/?source=JB-11500	2026-04-10	Jobright API	Senior UI Developer (React JS/Angular JS, Azure Cloud)	Cognizant	added
https://boards.greenhouse.io/embed/job_app?token=5158463008&utm_source=jobright	2026-04-10	Jobright API	React Native Developer (contract) @ LG NOVA	LG Electronics North America	added
https://apply.careers.microsoft.com/careers/job/1970393556827351?utm_source=mai_linkedin&domain=microsoft.com&source=LinkedIn	2026-04-10	Jobright API	Member of Technical Staff, Full Stack - ML Efficiency & Observability - MAI Superintelligence Team	Microsoft AI	added
https://careers.mastercard.com/us/en/job/MASRUSR273223EXTERNALENUS/Manager-Software-Engineering?utm_source=linkedin&utm_medium=phenom-feeds&source=LINKEDIN	2026-04-10	Jobright API	Manager Software Engineering	Mastercard	added
https://boards.greenhouse.io/embed/job_app?token=4613477006&utm_source=jobright	2026-04-10	Jobright API	Senior Full Stack Engineer, Enterprise Systems	Astranis Space Technologies	added
https://www.apexsystems.com/job/3030137_usa/full-stack-software-developer-ui--web-focus	2026-04-10	Jobright API	Full Stack Software Developer (UI / Web Focus)	Apex Systems	added
https://www.linkedin.com/jobs/view/4400546957	2026-04-10	Jobright API	Sr. Software Engineer	Venteon	added
https://www.linkedin.com/jobs/view/4400578198	2026-04-10	Jobright API	Senior Frontend Software Engineer (Full Stack Exposure)	Cognex Corporation	added
https://www.linkedin.com/jobs/view/4399034933	2026-04-10	Jobright API	Full Stack Engineer	Gemini Solutions Pvt Ltd	added
https://boards.greenhouse.io/embed/job_app?token=8452278002&utm_source=jobright	2026-04-10	Jobright API	Senior Fullstack Engineer (TypeScript), AI Engineering: Editor Extensions	GitLab	added
https://deloitteus.avature.net/careers/InviteToApply?jobId=327094&source=jobright	2026-04-10	Jobright API	Senior Full Stack Engineer, Platforms	Deloitte	added
https://boards.greenhouse.io/embed/job_app?token=4838313101&utm_source=jobright	2026-04-10	Jobright API	Software Engineer [Short Term Assignment]	Fuze Health	added
https://careers.equifax.com/en/jobs/j00173889/senior-full-stack-engineer/?source=Applied_LinkedIn	2026-04-10	Jobright API	Senior Full Stack Engineer	Equifax	added
https://boards.greenhouse.io/embed/job_app?token=4070210006&utm_source=jobright	2026-04-10	Jobright API	Senior Software Engineer - Full Stack (Network Software)	Astranis Space Technologies	added
https://walmart.wd5.myworkdayjobs.com/walmartexternal/job/Bentonville-AR/XMLNAME--USA--Senior--Software-Engineer--React_R-2469459	2026-04-10	Jobright API	(USA) Senior, Software Engineer- React	Walmart Canada	added
https://jobs.hightechgenesis.com/o/senior-full-stack-developer/c/new?source=LinkedIn+Basic+Jobs	2026-04-10	Jobright API	Senior Full Stack Developer	High Tech Genesis	added
https://boards.greenhouse.io/embed/job_app?token=4661620006&utm_source=jobright	2026-04-10	Jobright API	Full Stack Python Developer	Orion Innovation	added
https://www.apexsystems.com/job/3030153_usa/python-full-stack-developer	2026-04-10	Jobright API	Python Full stack developer	Apex Systems	added
https://careers.leidos.com/jobs/17597457-senior-full-stack-node-slash-react-developer?tm_job=R-00180388&tm_event=view&tm_company=2502&bid=56	2026-04-10	Jobright API	Senior Full Stack Node/React Developer	Leidos	added
https://careers.leidos.com/jobs/17498642-reacts-software-developer?tm_job=R-00178662&tm_event=view&tm_company=2502&bid=56	2026-04-10	Jobright API	Reacts Software Developer	Leidos	added
https://careers.leidos.com/jobs/17322435-software-engineer-with-25k-sign-on-bonus?tm_job=R-00175620&tm_event=view&tm_company=2502&bid=56	2026-04-10	Jobright API	Software Engineer with 25K sign on bonus	Leidos	added
